createDate,taskName,mode,weaponName,map,version,score,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,accTotal,killTotal,shotsTotal,killsPerSec,targetsTotal
07/04/2022 20:32:37,startrack,15,9mm,0,v1.39.4,47240,764.143310546875,1505.89866129557,846.222198486328,686.164123535156,860.967610677083,1270.48540878296,1200.44026453355,655.341522216797,0,0,0,0,0,0,0,0,1162.03075334138,50.08847,0,0,0,1,
07/02/2022 22:12:26,startrack,15,9mm,0,v1.39.4,40545,0,1075.66054916382,1062.23912963867,589.957672119141,750.438232421875,1180.0139465332,1142.19318305122,1385.35632324219,0,0,0,0,0,0,0,0,1078.91854664196,45.64622,0,0,0,1,
