createDate,taskName,mode,weaponName,map,version,score,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,accTotal,killTotal,shotsTotal,killsPerSec,targetsTotal
07/02/2022 22:16:06,microstartrack,15,9mm,0,v1.39.4,58527,0,1075.66054916382,1062.23912963867,589.957672119141,750.438232421875,1180.0139465332,1142.19318305122,1385.35632324219,0,0,0,0,0,0,0,0,0,59.1945877,0,0,0,1,
07/02/2022 22:13:40,microstartrack,15,9mm,0,v1.39.4,51598,0,1075.66054916382,1062.23912963867,589.957672119141,750.438232421875,1180.0139465332,1142.19318305122,1385.35632324219,0,0,0,0,0,0,0,0,0,54.7880936,0,0,0,1,
