createDate,taskName,mode,weaponName,map,version,score,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,accTotal,killTotal,shotsTotal,killsPerSec,targetsTotal
07/02/2022 19:24:16,arctrack,15,9mm,0,v1.39.4,58731,386.592683231129,332.524109734429,415.578988817003,363.585554122925,380.489501953125,488.854044596354,241.489054361979,274.686157226563,0,0,0,0,0,0,0,0,3112.54021895559,57.272934,0,0,0,1,
