createDate,taskName,mode,weaponName,map,version,score,KPS,accTotal,killTotal,shotsTotal
08/03/2026 01:39:59,pentakill,15,9mm,0,v1.39.4,93296,1.459681,82.97873,39,47,
08/03/2026 01:01:58,pentakill,15,9mm,0,v1.39.4,56352,0.816036165,63.04348,29,46,
