createDate,taskName,mode,weaponName,map,version,score,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,accTotal,killTotal,shotsTotal,killsPerSec,targetsTotal
11/25/2022 03:22:34,valoranthavenentry,15,Shadow,6,v1.39.4,7407,341.628045571817,332.694106631809,382.997822086986,379.271516900313,340.052192687988,340.809909057617,279.916971842448,258.693450927734,75,33,0,25,50,0,50,47,2848.94964993385,48.05195,31,77,0.33086893,36,
11/25/2022 03:20:19,valoranthavenentry,15,Shadow,6,v1.39.4,4654,341.628045571817,332.694106631809,382.997822086986,379.271516900313,340.052192687988,340.809909057617,279.916971842448,258.693450927734,43,0,0,0,55,0,0,70,3203.28289576939,57.9710121,28,69,0.2962849,36,
