createDate,taskName,mode,weaponName,map,version,score,shotAccTotal,nonmatchWait,nonmatchHit,matchWait,matchHit,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
08/03/2026 01:38:48,decisionmaker,10,9mm,0,v1.39.4,44942,0,0,0,0,100,95.55556,100,100,100,100,100,93,100,75,687.944167558537,579.968610975477,584.109218250621,613.415491277521,707.818253950639,731.257762562145,728.309847745028,817.456243341619,721.585992986506,86,90,1.43562746,86,
08/03/2026 01:00:49,decisionmaker,10,9mm,0,v1.39.4,39716,0,0,4.44444466,4.44444466,91.1111145,87.12871,94,77,83,92,77,91,92,88,658.44394753196,572.648573931526,636.816909790039,588.071921608665,613.212779651989,711.156225585937,771.040000915527,808.185119628906,722.782305036272,90,101,1.43561959,86,
04/08/2025 05:30:21,decisionmaker,10,9mm,0,v1.39.4,42306,679.120154747596,616.143477219802,568.768314708363,588.684500954368,669.847108840942,625.097151322798,548.460042317708,566.392339070638,80,79,100,87,75,78,90,82,613.509156703949,82.608696,94,115,1.569162,97,
04/08/2025 05:29:14,decisionmaker,10,9mm,0,v1.39.4,42608,560.727034348708,587.490962437221,613.31204477946,599.316311645508,632.778478622437,710.388075086806,679.11678641183,673.913733849159,77,86,83,93,67,100,100,92,626.594435671543,86.79245,91,106,1.51908612,95,
